metin,etiket
"Raporlama Yönetici tarafından 1 haftadır tamamlanmadı, proje gecikiyor.",1
İK ekibi zamanında içinde geri dönüş sağladı.,0
Destek bileti #5708 Ekip Lideri tarafından çözüldü ve kapatıldı.,0
"IT Destek ekibinden 48 saattir geri dönüş alınamadı, süreç durdu.",1
Operasyon ekibi 1 saat içinde içinde geri dönüş sağladı.,0
Haftalık planlama toplantısı Ayşe K. ile başarıyla yapıldı.,0
Destek bileti #6782 Yönetici tarafından çözüldü ve kapatıldı.,0
Raporlama Departman Müdürü tarafından yönetime sunuldu.,0
Müşteri verisi sisteme otomatik olarak aktarıldı.,0
Operasyon ekibi zamanında içinde geri dönüş sağladı.,0
"Ayşe K., hala yapılması gereken toplantıyı erteledi, müşteri bekliyor.",1
"Ayşe K., 1 haftadır yapılması gereken toplantıyı erteledi, işlem bekliyor.",1
Finans ekibi zamanında içinde geri dönüş sağladı.,0
IT Destek ekibi 1 saat içinde içinde geri dönüş sağladı.,0
"IT Destek planlaması 5 iş günüdür yapılmadı, kaynak ataması bekliyor.",1
Destek bileti #1109 Departman Müdürü tarafından çözüldü ve kapatıldı.,0
Ekip Lideri hala fatura onayını bekletiyor.,1
Destek bileti #6999 Departman Müdürü tarafından çözüldü ve kapatıldı.,0
Finans ekibi 1 saat içinde içinde geri dönüş sağladı.,0
Destek bileti #9697 Ahmet Y. tarafından çözüldü ve kapatıldı.,0
Departman Müdürü 3 gündür bütçe onayını bekletiyor.,1
Raporlama Ayşe K. tarafından yönetime sunuldu.,0
"Ahmet Y., 3 gündür yapılması gereken toplantıyı erteledi, müşteri bekliyor.",1
"Destek bileti #5360, Ekip Lideri tarafından hala incelenmedi.",1
Haftalık planlama toplantısı Yönetici ile başarıyla yapıldı.,0
Müşteri verisi Departman Müdürü tarafından 1 haftadır manuel olarak girilmedi.,1
Destek bileti #1800 Ayşe K. tarafından çözüldü ve kapatıldı.,0
Müşteri verisi Ayşe K. tarafından 5 iş günüdür manuel olarak girilmedi.,1
Ekip Lideri 3 gündür proje planı onayını bekletiyor.,1
"Finans ekibinden 3 gündür geri dönüş alınamadı, süreç durdu.",1
Müşteri verisi sisteme otomatik olarak aktarıldı.,0
"Ahmet Y., 3 gündür yapılması gereken toplantıyı erteledi, proje gecikiyor.",1
"IT Destek planlaması tamamlandı, kaynaklar atandı.",0
"IT Destek planlaması tamamlandı, kaynaklar atandı.",0
Satış ekibi zamanında içinde geri dönüş sağladı.,0
izin talebi Yönetici tarafından zamanında onaylandı.,0
Finans ekibi zamanında içinde geri dönüş sağladı.,0
Müşteri verisi Ahmet Y. tarafından 3 gündür manuel olarak girilmedi.,1
"İK planlaması tamamlandı, kaynaklar atandı.",0
"IT Destek planlaması 48 saattir yapılmadı, kaynak ataması bekliyor.",1
Departman Müdürü 1 haftadır fatura onayını bekletiyor.,1
Müşteri verisi sisteme otomatik olarak aktarıldı.,0
Müşteri verisi sisteme otomatik olarak aktarıldı.,0
"Ayşe K., 48 saattir yapılması gereken toplantıyı erteledi, müşteri bekliyor.",1
Müşteri verisi Ayşe K. tarafından 1 haftadır manuel olarak girilmedi.,1
"Destek bileti #9284, Ekip Lideri tarafından 1 haftadır incelenmedi.",1
"Operasyon ekibinden 1 haftadır geri dönüş alınamadı, süreç durdu.",1
Yönetici 3 gündür fatura onayını bekletiyor.,1
Destek bileti #3137 Ahmet Y. tarafından çözüldü ve kapatıldı.,0
"Raporlama Yönetici tarafından hala tamamlanmadı, müşteri bekliyor.",1
proje planı Ayşe K. tarafından zamanında onaylandı.,0
fatura Ayşe K. tarafından zamanında onaylandı.,0
"Ahmet Y., 5 iş günüdür yapılması gereken toplantıyı erteledi, işlem bekliyor.",1
"Finans planlaması 48 saattir yapılmadı, kaynak ataması bekliyor.",1
Yönetici 48 saattir proje planı onayını bekletiyor.,1
"Destek bileti #9210, Departman Müdürü tarafından 5 iş günüdür incelenmedi.",1
"Operasyon planlaması 1 haftadır yapılmadı, kaynak ataması bekliyor.",1
bütçe Ayşe K. tarafından zamanında onaylandı.,0
Destek bileti #5204 Ahmet Y. tarafından çözüldü ve kapatıldı.,0
Müşteri verisi Departman Müdürü tarafından 1 haftadır manuel olarak girilmedi.,1
Haftalık planlama toplantısı Ahmet Y. ile başarıyla yapıldı.,0
"Finans planlaması tamamlandı, kaynaklar atandı.",0
"Destek bileti #2763, Departman Müdürü tarafından 1 haftadır incelenmedi.",1
Müşteri verisi Ahmet Y. tarafından hala manuel olarak girilmedi.,1
"Ahmet Y., 5 iş günüdür yapılması gereken toplantıyı erteledi, işlem bekliyor.",1
Haftalık planlama toplantısı Ayşe K. ile başarıyla yapıldı.,0
Destek bileti #1157 Departman Müdürü tarafından çözüldü ve kapatıldı.,0
Ayşe K. 1 haftadır izin talebi onayını bekletiyor.,1
"Finans ekibinden hala geri dönüş alınamadı, süreç durdu.",1
"Destek bileti #8090, Ekip Lideri tarafından 5 iş günüdür incelenmedi.",1
Müşteri verisi sisteme otomatik olarak aktarıldı.,0
Müşteri verisi Ahmet Y. tarafından 5 iş günüdür manuel olarak girilmedi.,1
Yönetici 5 iş günüdür proje planı onayını bekletiyor.,1
"Operasyon planlaması tamamlandı, kaynaklar atandı.",0
Destek bileti #9623 Ayşe K. tarafından çözüldü ve kapatıldı.,0
Destek bileti #3256 Ayşe K. tarafından çözüldü ve kapatıldı.,0
Haftalık planlama toplantısı Yönetici ile başarıyla yapıldı.,0
"Finans planlaması tamamlandı, kaynaklar atandı.",0
proje planı Ayşe K. tarafından zamanında onaylandı.,0
Raporlama Ahmet Y. tarafından yönetime sunuldu.,0
"Ayşe K., 1 haftadır yapılması gereken toplantıyı erteledi, müşteri bekliyor.",1
"Raporlama Ayşe K. tarafından hala tamamlanmadı, müşteri bekliyor.",1
izin talebi Ayşe K. tarafından zamanında onaylandı.,0
"Ekip Lideri, 3 gündür yapılması gereken toplantıyı erteledi, proje gecikiyor.",1
"Operasyon planlaması 5 iş günüdür yapılmadı, kaynak ataması bekliyor.",1
"Satış planlaması tamamlandı, kaynaklar atandı.",0
Yönetici 1 haftadır proje planı onayını bekletiyor.,1
"Ayşe K., 48 saattir yapılması gereken toplantıyı erteledi, müşteri bekliyor.",1
"Raporlama Ayşe K. tarafından 48 saattir tamamlanmadı, proje gecikiyor.",1
"İK planlaması 3 gündür yapılmadı, kaynak ataması bekliyor.",1
"Raporlama Yönetici tarafından 5 iş günüdür tamamlanmadı, müşteri bekliyor.",1
Satış ekibi 1 saat içinde içinde geri dönüş sağladı.,0
Destek bileti #6155 Departman Müdürü tarafından çözüldü ve kapatıldı.,0
"İK ekibinden hala geri dönüş alınamadı, süreç durdu.",1
Müşteri verisi sisteme otomatik olarak aktarıldı.,0
"Departman Müdürü, 1 haftadır yapılması gereken toplantıyı erteledi, işlem bekliyor.",1
Haftalık planlama toplantısı Ekip Lideri ile başarıyla yapıldı.,0
"İK planlaması tamamlandı, kaynaklar atandı.",0
proje planı Yönetici tarafından zamanında onaylandı.,0
"Destek bileti #2105, Ekip Lideri tarafından 1 haftadır incelenmedi.",1
Departman Müdürü 3 gündür izin talebi onayını bekletiyor.,1
"İK planlaması tamamlandı, kaynaklar atandı.",0
"Destek bileti #7751, Ayşe K. tarafından 5 iş günüdür incelenmedi.",1
proje planı Ayşe K. tarafından zamanında onaylandı.,0
"Destek bileti #4271, Yönetici tarafından 1 haftadır incelenmedi.",1
"IT Destek ekibinden 5 iş günüdür geri dönüş alınamadı, süreç durdu.",1
Haftalık planlama toplantısı Yönetici ile başarıyla yapıldı.,0
Yönetici 48 saattir fatura onayını bekletiyor.,1
Ayşe K. 3 gündür bütçe onayını bekletiyor.,1
"Raporlama Yönetici tarafından 48 saattir tamamlanmadı, müşteri bekliyor.",1
"Satış planlaması tamamlandı, kaynaklar atandı.",0
Müşteri verisi sisteme otomatik olarak aktarıldı.,0
"Ahmet Y., hala yapılması gereken toplantıyı erteledi, proje gecikiyor.",1
"Satış planlaması hala yapılmadı, kaynak ataması bekliyor.",1
"Raporlama Departman Müdürü tarafından 5 iş günüdür tamamlanmadı, proje gecikiyor.",1
"Finans planlaması hala yapılmadı, kaynak ataması bekliyor.",1
Raporlama Yönetici tarafından yönetime sunuldu.,0
"Satış ekibinden 3 gündür geri dönüş alınamadı, süreç durdu.",1
"IT Destek planlaması tamamlandı, kaynaklar atandı.",0
"Operasyon planlaması tamamlandı, kaynaklar atandı.",0
"Raporlama Yönetici tarafından 3 gündür tamamlanmadı, müşteri bekliyor.",1
"Raporlama Ekip Lideri tarafından hala tamamlanmadı, müşteri bekliyor.",1
Müşteri verisi Yönetici tarafından 48 saattir manuel olarak girilmedi.,1
"İK planlaması tamamlandı, kaynaklar atandı.",0
"Destek bileti #9904, Ayşe K. tarafından 3 gündür incelenmedi.",1
bütçe Departman Müdürü tarafından zamanında onaylandı.,0
"Finans ekibinden 5 iş günüdür geri dönüş alınamadı, süreç durdu.",1
"Yönetici, 1 haftadır yapılması gereken toplantıyı erteledi, müşteri bekliyor.",1
"Raporlama Departman Müdürü tarafından hala tamamlanmadı, işlem bekliyor.",1
Destek bileti #5814 Ekip Lideri tarafından çözüldü ve kapatıldı.,0
"Finans planlaması 48 saattir yapılmadı, kaynak ataması bekliyor.",1
Ayşe K. 48 saattir bütçe onayını bekletiyor.,1
Müşteri verisi Yönetici tarafından hala manuel olarak girilmedi.,1
Ekip Lideri 5 iş günüdür bütçe onayını bekletiyor.,1
"Ayşe K., 48 saattir yapılması gereken toplantıyı erteledi, işlem bekliyor.",1
"İK ekibinden 1 haftadır geri dönüş alınamadı, süreç durdu.",1
Müşteri verisi Ayşe K. tarafından 5 iş günüdür manuel olarak girilmedi.,1
Destek bileti #2933 Yönetici tarafından çözüldü ve kapatıldı.,0
Ayşe K. 48 saattir proje planı onayını bekletiyor.,1
Raporlama Yönetici tarafından yönetime sunuldu.,0
IT Destek ekibi zamanında içinde geri dönüş sağladı.,0
"Departman Müdürü, 1 haftadır yapılması gereken toplantıyı erteledi, işlem bekliyor.",1
"Operasyon planlaması tamamlandı, kaynaklar atandı.",0
proje planı Yönetici tarafından zamanında onaylandı.,0
"IT Destek planlaması tamamlandı, kaynaklar atandı.",0
Operasyon ekibi 1 saat içinde içinde geri dönüş sağladı.,0
"Departman Müdürü, 3 gündür yapılması gereken toplantıyı erteledi, proje gecikiyor.",1
"Destek bileti #4752, Ayşe K. tarafından 3 gündür incelenmedi.",1
Müşteri verisi sisteme otomatik olarak aktarıldı.,0
"Raporlama Ayşe K. tarafından hala tamamlanmadı, proje gecikiyor.",1
izin talebi Ahmet Y. tarafından zamanında onaylandı.,0
"Destek bileti #1677, Ayşe K. tarafından 1 haftadır incelenmedi.",1
Haftalık planlama toplantısı Yönetici ile başarıyla yapıldı.,0
Haftalık planlama toplantısı Ahmet Y. ile başarıyla yapıldı.,0
"Yönetici, 3 gündür yapılması gereken toplantıyı erteledi, işlem bekliyor.",1
"Satış planlaması tamamlandı, kaynaklar atandı.",0
Ayşe K. hala fatura onayını bekletiyor.,1
"IT Destek ekibinden hala geri dönüş alınamadı, süreç durdu.",1
"Raporlama Ayşe K. tarafından hala tamamlanmadı, proje gecikiyor.",1
Müşteri verisi Departman Müdürü tarafından 3 gündür manuel olarak girilmedi.,1
"Ahmet Y., 1 haftadır yapılması gereken toplantıyı erteledi, işlem bekliyor.",1
"Raporlama Ayşe K. tarafından hala tamamlanmadı, müşteri bekliyor.",1
Satış ekibi zamanında içinde geri dönüş sağladı.,0
"Raporlama Departman Müdürü tarafından 3 gündür tamamlanmadı, müşteri bekliyor.",1
Haftalık planlama toplantısı Ekip Lideri ile başarıyla yapıldı.,0
bütçe Yönetici tarafından zamanında onaylandı.,0
Müşteri verisi Ekip Lideri tarafından 1 haftadır manuel olarak girilmedi.,1
izin talebi Departman Müdürü tarafından zamanında onaylandı.,0
"Destek bileti #5610, Yönetici tarafından hala incelenmedi.",1
"İK planlaması tamamlandı, kaynaklar atandı.",0
"IT Destek planlaması tamamlandı, kaynaklar atandı.",0
"Destek bileti #9903, Ekip Lideri tarafından hala incelenmedi.",1
"Ekip Lideri, hala yapılması gereken toplantıyı erteledi, işlem bekliyor.",1
fatura Departman Müdürü tarafından zamanında onaylandı.,0
Destek bileti #7265 Ayşe K. tarafından çözüldü ve kapatıldı.,0
"Destek bileti #9644, Yönetici tarafından hala incelenmedi.",1
Müşteri verisi Departman Müdürü tarafından 1 haftadır manuel olarak girilmedi.,1
proje planı Ayşe K. tarafından zamanında onaylandı.,0
Ekip Lideri 3 gündür fatura onayını bekletiyor.,1
bütçe Ahmet Y. tarafından zamanında onaylandı.,0
"İK ekibinden 48 saattir geri dönüş alınamadı, süreç durdu.",1
bütçe Ayşe K. tarafından zamanında onaylandı.,0
Ahmet Y. 3 gündür izin talebi onayını bekletiyor.,1
"Finans ekibinden hala geri dönüş alınamadı, süreç durdu.",1
Raporlama Ahmet Y. tarafından yönetime sunuldu.,0
"Satış planlaması tamamlandı, kaynaklar atandı.",0
"İK planlaması tamamlandı, kaynaklar atandı.",0
proje planı Ahmet Y. tarafından zamanında onaylandı.,0
Destek bileti #5353 Ahmet Y. tarafından çözüldü ve kapatıldı.,0
Haftalık planlama toplantısı Departman Müdürü ile başarıyla yapıldı.,0
"Destek bileti #9455, Departman Müdürü tarafından 5 iş günüdür incelenmedi.",1
Haftalık planlama toplantısı Yönetici ile başarıyla yapıldı.,0
"Destek bileti #5194, Departman Müdürü tarafından 1 haftadır incelenmedi.",1
"Finans planlaması 5 iş günüdür yapılmadı, kaynak ataması bekliyor.",1
Ahmet Y. 5 iş günüdür fatura onayını bekletiyor.,1
"Raporlama Ekip Lideri tarafından 1 haftadır tamamlanmadı, müşteri bekliyor.",1
Raporlama Yönetici tarafından yönetime sunuldu.,0
"Satış ekibinden 48 saattir geri dönüş alınamadı, süreç durdu.",1
Müşteri verisi Ayşe K. tarafından 3 gündür manuel olarak girilmedi.,1
Destek bileti #5292 Ayşe K. tarafından çözüldü ve kapatıldı.,0
"IT Destek planlaması 1 haftadır yapılmadı, kaynak ataması bekliyor.",1
"Satış ekibinden 1 haftadır geri dönüş alınamadı, süreç durdu.",1
Finans ekibi 1 saat içinde içinde geri dönüş sağladı.,0
Müşteri verisi Ayşe K. tarafından hala manuel olarak girilmedi.,1
izin talebi Departman Müdürü tarafından zamanında onaylandı.,0
"Destek bileti #5869, Ayşe K. tarafından hala incelenmedi.",1
Finans ekibi 1 saat içinde içinde geri dönüş sağladı.,0
Müşteri verisi Ekip Lideri tarafından 3 gündür manuel olarak girilmedi.,1
Raporlama Ekip Lideri tarafından yönetime sunuldu.,0
Müşteri verisi Ekip Lideri tarafından 1 haftadır manuel olarak girilmedi.,1
"Destek bileti #1726, Departman Müdürü tarafından 1 haftadır incelenmedi.",1
"Raporlama Yönetici tarafından hala tamamlanmadı, müşteri bekliyor.",1
"Destek bileti #9210, Departman Müdürü tarafından 1 haftadır incelenmedi.",1
"Finans planlaması tamamlandı, kaynaklar atandı.",0
Müşteri verisi Departman Müdürü tarafından hala manuel olarak girilmedi.,1
Haftalık planlama toplantısı Departman Müdürü ile başarıyla yapıldı.,0
Müşteri verisi Yönetici tarafından 5 iş günüdür manuel olarak girilmedi.,1
Ahmet Y. 5 iş günüdür bütçe onayını bekletiyor.,1
Destek bileti #7277 Departman Müdürü tarafından çözüldü ve kapatıldı.,0
"IT Destek ekibinden 3 gündür geri dönüş alınamadı, süreç durdu.",1
Haftalık planlama toplantısı Ekip Lideri ile başarıyla yapıldı.,0
"Operasyon planlaması 1 haftadır yapılmadı, kaynak ataması bekliyor.",1
"Destek bileti #2526, Ahmet Y. tarafından 48 saattir incelenmedi.",1
Müşteri verisi sisteme otomatik olarak aktarıldı.,0
fatura Ekip Lideri tarafından zamanında onaylandı.,0
Raporlama Ahmet Y. tarafından yönetime sunuldu.,0
"Operasyon planlaması tamamlandı, kaynaklar atandı.",0
"İK ekibinden 3 gündür geri dönüş alınamadı, süreç durdu.",1
Haftalık planlama toplantısı Yönetici ile başarıyla yapıldı.,0
"Operasyon planlaması 1 haftadır yapılmadı, kaynak ataması bekliyor.",1
Haftalık planlama toplantısı Ahmet Y. ile başarıyla yapıldı.,0
"Yönetici, 1 haftadır yapılması gereken toplantıyı erteledi, müşteri bekliyor.",1
"Destek bileti #3122, Yönetici tarafından 1 haftadır incelenmedi.",1
"Satış planlaması tamamlandı, kaynaklar atandı.",0
Müşteri verisi Departman Müdürü tarafından hala manuel olarak girilmedi.,1
Müşteri verisi Ahmet Y. tarafından 48 saattir manuel olarak girilmedi.,1
Ekip Lideri 3 gündür bütçe onayını bekletiyor.,1
Raporlama Ahmet Y. tarafından yönetime sunuldu.,0
Destek bileti #2525 Ahmet Y. tarafından çözüldü ve kapatıldı.,0
Destek bileti #8323 Ahmet Y. tarafından çözüldü ve kapatıldı.,0
Destek bileti #2591 Ekip Lideri tarafından çözüldü ve kapatıldı.,0
Satış ekibi bugün içinde geri dönüş sağladı.,0
Müşteri verisi Ayşe K. tarafından 1 haftadır manuel olarak girilmedi.,1
Müşteri verisi Ahmet Y. tarafından 5 iş günüdür manuel olarak girilmedi.,1
izin talebi Departman Müdürü tarafından zamanında onaylandı.,0
fatura Yönetici tarafından zamanında onaylandı.,0
